date,sunspot_ms
1972-01, 100.3
1972-02, 100.9
1972-03, 102.6
1972-04, 104.0
1972-05, 103.3
1972-06,  99.9
1972-07,  96.6
1972-08,  92.9
1972-09,  88.2
1972-10,  85.9
1972-11,  83.3
1972-12,  78.2
1973-01,  72.3
1973-02,  66.1
1973-03,  62.8
1973-04,  60.8
1973-05,  57.9
1973-06,  55.6
1973-07,  53.4
1973-08,  51.4
1973-09,  49.0
1973-10,  46.6
1973-11,  45.4
1973-12,  45.0
1974-01,  46.8
1974-02,  49.1
1974-03,  48.5
1974-04,  48.3
1974-05,  49.4
1974-06,  49.3
1974-07,  48.6
1974-08,  47.3
1974-09,  45.8
1974-10,  43.2
1974-11,  39.3
1974-12,  36.1
1975-01,  33.0
1975-02,  31.8
1975-03,  30.6
1975-04,  26.8
1975-05,  24.2
1975-06,  23.2
1975-07,  21.8
1975-08,  20.7
1975-09,  20.9
1975-10,  22.3
1975-11,  23.3
1975-12,  23.6
1976-01,  22.1
1976-02,  19.2
1976-03,  17.8
1976-04,  18.4
1976-05,  18.3
1976-06,  17.9
1976-07,  18.8
1976-08,  20.5
1976-09,  20.8
1976-10,  19.7
1976-11,  19.7
1976-12,  21.6
1977-01,  24.3
1977-02,  26.3
1977-03,  28.8
1977-04,  31.9
1977-05,  34.7
1977-06,  37.7
1977-07,  41.4
1977-08,  47.6
1977-09,  55.8
1977-10,  64.8
1977-11,  73.7
1977-12,  80.7
1978-01,  86.9
1978-02,  91.5
1978-03,  98.7
1978-04, 109.0
1978-05, 117.8
1978-06, 126.6
1978-07, 138.0
1978-08, 147.3
1978-09, 153.6
1978-10, 157.3
1978-11, 160.4
1978-12, 166.7
1979-01, 175.2
1979-02, 185.4
1979-03, 193.3
1979-04, 199.9
1979-05, 208.5
1979-06, 216.7
1979-07, 219.5
1979-08, 220.1
1979-09, 220.4
1979-10, 223.4
1979-11, 229.8
1979-12, 232.9
1980-01, 232.0
1980-02, 230.2
1980-03, 227.9
1980-04, 224.6
1980-05, 221.3
1980-06, 219.1
1980-07, 216.1
1980-08, 212.0
1980-09, 211.5
1980-10, 211.9
1980-11, 209.1
1980-12, 202.8
1981-01, 199.6
1981-02, 202.2
1981-03, 205.4
1981-04, 205.7
1981-05, 204.1
1981-06, 200.9
1981-07, 198.5
1981-08, 199.9
1981-09, 202.7
1981-10, 201.4
1981-11, 196.0
1981-12, 194.1
1982-01, 192.7
1982-02, 186.6
1982-03, 180.0
1982-04, 173.4
1982-05, 167.5
1982-06, 164.0
1982-07, 161.5
1982-08, 153.5
1982-09, 141.4
1982-10, 133.3
1982-11, 131.3
1982-12, 130.5
1983-01, 127.9
1983-02, 123.9
1983-03, 117.1
1983-04, 110.5
1983-05, 104.5
1983-06,  95.9
1983-07,  89.1
1983-08,  88.9
1983-09,  91.7
1983-10,  92.0
1983-11,  89.7
1983-12,  85.5
1984-01,  80.5
1984-02,  75.8
1984-03,  71.2
1984-04,  66.8
1984-05,  63.5
1984-06,  61.7
1984-07,  58.3
1984-08,  52.2
1984-09,  44.3
1984-10,  37.2
1984-11,  31.6
1984-12,  27.4
1985-01,  25.2
1985-02,  23.5
1985-03,  21.7
1985-04,  21.3
1985-05,  21.4
1985-06,  20.8
1985-07,  19.9
1985-08,  19.6
1985-09,  19.8
1985-10,  19.7
1985-11,  19.1
1985-12,  17.3
1986-01,  15.2
1986-02,  14.3
1986-03,  14.3
1986-04,  15.1
1986-05,  15.8
1986-06,  15.2
1986-07,  15.1
1986-08,  14.4
1986-09,  13.5
1986-10,  14.7
1986-11,  16.6
1986-12,  18.3
1987-01,  19.9
1987-02,  22.3
1987-03,  25.5
1987-04,  28.0
1987-05,  30.3
1987-06,  32.7
1987-07,  36.2
1987-08,  40.5
1987-09,  45.3
1987-10,  51.0
1987-11,  55.1
1987-12,  60.9
1988-01,  69.2
1988-02,  76.9
1988-03,  84.9
1988-04,  93.0
1988-05, 101.4
1988-06, 114.3
1988-07, 128.5
1988-08, 141.1
1988-09, 151.2
1988-10, 156.9
1988-11, 164.4
1988-12, 176.1
1989-01, 184.8
1989-02, 190.7
1989-03, 198.0
1989-04, 203.8
1989-05, 209.5
1989-06, 212.1
1989-07, 212.0
1989-08, 211.1
1989-09, 210.5
1989-10, 212.4
1989-11, 212.5
1989-12, 206.2
1990-01, 201.2
1990-02, 202.4
1990-03, 200.9
1990-04, 198.1
1990-05, 195.1
1990-06, 192.0
1990-07, 190.1
1990-08, 191.6
1990-09, 194.6
1990-10, 195.2
1990-11, 195.2
1990-12, 197.8
1991-01, 202.8
1991-02, 204.4
1991-03, 203.9
1991-04, 203.8
1991-05, 202.9
1991-06, 202.8
1991-07, 203.5
1991-08, 203.3
1991-09, 200.9
1991-10, 196.7
1991-11, 191.4
1991-12, 183.1
1992-01, 172.6
1992-02, 161.1
1992-03, 151.8
1992-04, 146.0
1992-05, 142.1
1992-06, 137.1
1992-07, 128.5
1992-08, 119.3
1992-09, 113.0
1992-10, 109.0
1992-11, 106.3
1992-12, 104.5
1993-01, 101.9
1993-02,  99.3
1993-03,  95.4
1993-04,  90.2
1993-05,  84.2
1993-06,  78.6
1993-07,  76.5
1993-08,  73.6
1993-09,  68.3
1993-10,  63.2
1993-11,  58.4
1993-12,  55.1
1994-01,  52.6
1994-02,  50.2
1994-03,  49.4
1994-04,  49.6
1994-05,  48.7
1994-06,  46.4
1994-07,  42.7
1994-08,  40.1
1994-09,  39.7
1994-10,  39.4
1994-11,  38.7
1994-12,  37.6
1995-01,  35.6
1995-02,  33.7
1995-03,  32.0
1995-04,  29.4
1995-05,  27.3
1995-06,  25.9
1995-07,  24.4
1995-08,  22.0
1995-09,  19.0
1995-10,  17.0
1995-11,  15.9
1995-12,  15.1
1996-01,  14.5
1996-02,  14.2
1996-03,  13.7
1996-04,  12.0
1996-05,  11.2
1996-06,  11.6
1996-07,  11.3
1996-08,  11.2
1996-09,  11.3
1996-10,  12.0
1996-11,  13.4
1996-12,  14.3
1997-01,  14.5
1997-02,  15.2
1997-03,  18.3
1997-04,  22.0
1997-05,  24.4
1997-06,  27.2
1997-07,  30.4
1997-08,  33.6
1997-09,  38.2
1997-10,  43.1
1997-11,  47.1
1997-12,  52.0
1998-01,  58.4
1998-02,  65.4
1998-03,  72.0
1998-04,  76.9
1998-05,  80.8
1998-06,  85.4
1998-07,  89.8
1998-08,  93.5
1998-09,  96.4
1998-10,  98.2
1998-11, 102.3
1998-12, 110.4
1999-01, 118.4
1999-02, 122.5
1999-03, 122.3
1999-04, 125.0
1999-05, 132.6
1999-06, 136.3
1999-07, 138.1
1999-08, 142.9
1999-09, 150.5
1999-10, 159.3
1999-11, 164.1
1999-12, 164.0
2000-01, 166.1
2000-02, 170.6
2000-03, 174.3
2000-04, 175.2
2000-05, 172.9
2000-06, 172.7
2000-07, 174.2
2000-08, 172.8
2000-09, 168.8
2000-10, 165.3
2000-11, 163.1
2000-12, 162.7
2001-01, 158.3
2001-02, 152.5
2001-03, 155.1
2001-04, 160.7
2001-05, 163.7
2001-06, 167.4
2001-07, 172.0
2001-08, 175.8
2001-09, 177.1
2001-10, 177.3
2001-11, 180.3
2001-12, 179.1
2002-01, 177.6
2002-02, 179.7
2002-03, 178.2
2002-04, 174.4
2002-05, 171.3
2002-06, 166.9
2002-07, 161.5
2002-08, 155.4
2002-09, 149.5
2002-10, 143.9
2002-11, 136.0
2002-12, 131.4
2003-01, 129.6
2003-02, 125.7
2003-03, 118.7
2003-04, 111.9
2003-05, 107.0
2003-06, 101.7
2003-07,  96.0
2003-08,  92.9
2003-09,  91.8
2003-10,  89.1
2003-11,  86.9
2003-12,  84.1
2004-01,  80.1
2004-02,  76.4
2004-03,  73.2
2004-04,  71.0
2004-05,  69.5
2004-06,  67.1
2004-07,  64.8
2004-08,  63.0
2004-09,  60.2
2004-10,  57.9
2004-11,  56.6
2004-12,  55.7
2005-01,  54.5
2005-02,  53.2
2005-03,  52.3
2005-04,  49.3
2005-05,  45.0
2005-06,  44.5
2005-07,  44.6
2005-08,  41.9
2005-09,  39.4
2005-10,  38.9
2005-11,  38.4
2005-12,  36.0
2006-01,  33.0
2006-02,  29.7
2006-03,  27.4
2006-04,  27.0
2006-05,  27.4
2006-06,  26.2
2006-07,  25.0
2006-08,  25.9
2006-09,  26.0
2006-10,  23.7
2006-11,  21.1
2006-12,  20.2
2007-01,  19.8
2007-02,  19.0
2007-03,  17.7
2007-04,  16.4
2007-05,  14.4
2007-06,  12.8
2007-07,  11.6
2007-08,   9.9
2007-09,   9.6
2007-10,   9.9
2007-11,   9.2
2007-12,   7.9
2008-01,   6.6
2008-02,   5.6
2008-03,   5.1
2008-04,   5.1
2008-05,   5.4
2008-06,   4.8
2008-07,   4.0
2008-08,   3.8
2008-09,   3.2
2008-10,   2.4
2008-11,   2.3
2008-12,   2.2
2009-01,   2.5
2009-02,   2.7
2009-03,   2.9
2009-04,   3.3
2009-05,   3.5
2009-06,   4.1
2009-07,   5.5
2009-08,   7.4
2009-09,   9.5
2009-10,  10.9
2009-11,  11.7
2009-12,  12.7
2010-01,  14.0
2010-02,  16.1
2010-03,  18.5
2010-04,  20.8
2010-05,  23.1
2010-06,  24.6
2010-07,  25.2
2010-08,  26.4
2010-09,  29.5
2010-10,  34.5
2010-11,  39.1
2010-12,  42.5
2011-01,  45.7
2011-02,  48.8
2011-03,  53.8
2011-04,  61.1
2011-05,  69.3
2011-06,  77.2
2011-07,  83.6
2011-08,  86.3
2011-09,  86.6
2011-10,  87.4
2011-11,  89.4
2011-12,  92.5
2012-01,  95.5
2012-02,  98.1
2012-03,  98.3
2012-04,  95.1
2012-05,  90.9
2012-06,  86.6
2012-07,  84.5
2012-08,  85.1
2012-09,  85.3
2012-10,  85.8
2012-11,  87.7
2012-12,  88.1
2013-01,  86.8
2013-02,  86.1
2013-03,  84.4
2013-04,  84.3
2013-05,  87.0
2013-06,  90.9
2013-07,  94.6
2013-08,  99.0
2013-09, 104.6
2013-10, 107.0
2013-11, 106.9
2013-12, 107.6
2014-01, 109.3
2014-02, 110.5
2014-03, 114.3
2014-04, 116.4
2014-05, 115.0
2014-06, 114.1
2014-07, 112.6
2014-08, 108.3
2014-09, 101.9
2014-10,  97.3
2014-11,  94.7
2014-12,  92.2
2015-01,  89.3
2015-02,  86.1
2015-03,  82.1
2015-04,  78.9
2015-05,  76.1
2015-06,  72.1
2015-07,  68.3
2015-08,  66.4
2015-09,  65.9
2015-10,  64.3
2015-11,  61.2
2015-12,  57.8
2016-01,  54.4
2016-02,  52.5
2016-03,  50.4
2016-04,  47.8
2016-05,  44.8
2016-06,  41.5
2016-07,  38.5
2016-08,  36.0
2016-09,  33.2
2016-10,  31.5
2016-11,  29.9
2016-12,  28.5
2017-01,  27.8
2017-02,  26.5
2017-03,  25.7
2017-04,  24.8
2017-05,  23.3
2017-06,  22.2
2017-07,  21.0
2017-08,  19.5
2017-09,  18.2
