Date,Open,High,Low,Close,Volume,High-Low,close-preclose
2005-01-04,1202.079956,1205.839966,1185.390015,1188.050049,1721000000,20.449951000000056,-14.029907000000094
2005-01-05,1188.050049,1192.72998,1183.719971,1183.73999,1738900000,9.010009000000082,-4.31005899999991
2005-01-06,1183.73999,1191.630005,1183.27002,1187.890015,1569100000,8.359985000000052,4.150024999999914
2005-01-07,1187.890015,1192.199951,1182.160034,1186.189941,1477900000,10.03991700000006,-1.7000739999998586
2005-01-10,1186.189941,1194.780029,1184.800049,1190.25,1490400000,9.979980000000069,4.06005899999991
2005-01-11,1190.25,1190.25,1180.430054,1182.98999,1488800000,9.819946000000073,-7.260009999999966
2005-01-12,1182.98999,1187.920044,1175.640015,1187.699951,1562100000,12.280029000000013,4.709961000000021
2005-01-13,1187.699951,1187.699951,1175.810059,1177.449951,1510300000,11.889892000000145,-10.25
2005-01-14,1177.449951,1185.209961,1177.449951,1184.52002,1335400000,7.760009999999966,7.070068999999876
2005-01-18,1184.52002,1195.97998,1180.099976,1195.97998,1596800000,15.880004000000099,11.459960000000137
2005-01-19,1195.97998,1195.97998,1184.410034,1184.630005,1498700000,11.569946000000073,-11.349975000000086
2005-01-20,1184.630005,1184.630005,1173.420044,1175.410034,1692000000,11.209961000000021,-9.219970999999987
2005-01-21,1175.410034,1179.449951,1167.819946,1167.869995,1643500000,11.630004999999983,-7.540038999999979
2005-01-24,1167.869995,1173.030029,1163.75,1163.75,1494600000,9.280029000000013,-4.119995000000017
2005-01-25,1163.75,1174.300049,1163.75,1168.410034,1610400000,10.550048999999944,4.660033999999996
2005-01-26,1168.410034,1175.959961,1168.410034,1174.069946,1635900000,7.549927000000025,5.659912000000077
2005-01-27,1174.069946,1177.5,1170.150024,1174.550049,1600600000,7.34997599999997,0.4801029999998718
2005-01-28,1174.550049,1175.609985,1166.25,1171.359985,1641800000,9.359985000000052,-3.190063999999893
2005-01-31,1171.359985,1182.069946,1171.359985,1181.27002,1679800000,10.709961000000021,9.91003499999988
2005-02-01,1181.27002,1190.390015,1180.949951,1189.410034,1681980000,9.440063999999893,8.140014000000065
2005-02-02,1189.410034,1195.25,1188.920044,1193.189941,1561740000,6.329956000000038,3.779907000000094
2005-02-03,1193.189941,1193.189941,1185.640015,1189.890015,1554460000,7.549926000000141,-3.2999260000001414
2005-02-04,1189.890015,1203.469971,1189.670044,1203.030029,1648160000,13.799927000000025,13.140014000000065
2005-02-07,1203.030029,1204.150024,1199.27002,1201.719971,1347270000,4.880004000000099,-1.3100580000000264
2005-02-08,1201.719971,1205.109985,1200.160034,1202.300049,1416170000,4.9499510000000555,0.5800779999999577
2005-02-09,1202.300049,1203.829956,1191.540039,1191.98999,1511040000,12.28991700000006,-10.31005899999991
2005-02-10,1191.98999,1198.75,1191.540039,1197.01001,1491670000,7.209961000000021,5.020019999999931
2005-02-11,1197.01001,1208.380005,1193.280029,1205.300049,1562300000,15.09997599999997,8.290038999999979
2005-02-14,1205.300049,1206.930054,1203.589966,1206.140015,1290180000,3.3400879999999233,0.839966000000004
2005-02-15,1206.140015,1212.439941,1205.52002,1210.119995,1527080000,6.9199210000001585,3.9799800000000687
2005-02-16,1210.119995,1212.439941,1205.060059,1210.339966,1490100000,7.37988200000018,0.21997099999998682
2005-02-17,1210.339966,1211.329956,1200.73999,1200.75,1580120000,10.589966000000004,-9.589966000000004
2005-02-18,1200.75,1202.920044,1197.349976,1201.589966,1551200000,5.570067999999992,0.839966000000004
2005-02-22,1201.589966,1202.47998,1184.160034,1184.160034,1744940000,18.319946000000073,-17.429932000000008
2005-02-23,1184.160034,1193.52002,1184.160034,1190.800049,1501090000,9.359985999999935,6.6400149999999485
2005-02-24,1190.800049,1200.420044,1187.800049,1200.199951,1518750000,12.619995000000017,9.399902000000111
2005-02-25,1200.199951,1212.150024,1199.609985,1211.369995,1523680000,12.540038999999979,11.170043999999962
2005-02-28,1211.369995,1211.369995,1198.130005,1203.599976,1795480000,13.239990000000034,-7.7700190000000475
2005-03-01,1203.599976,1212.25,1203.599976,1210.410034,1708060000,8.65002400000003,6.810058000000026
2005-03-02,1210.410034,1215.790039,1204.219971,1210.079956,1568540000,11.570067999999992,-0.3300779999999577
2005-03-03,1210.079956,1215.719971,1204.449951,1210.469971,1616240000,11.270019999999931,0.3900149999999485
2005-03-04,1210.469971,1224.76001,1210.469971,1222.119995,1636820000,14.290038999999979,11.65002400000003
2005-03-07,1222.119995,1229.109985,1222.119995,1225.310059,1488830000,6.989990000000034,3.190063999999893
2005-03-08,1225.310059,1225.689941,1218.569946,1219.430054,1523090000,7.119995000000017,-5.880004999999983
2005-03-09,1219.430054,1219.430054,1206.660034,1207.01001,1704970000,12.770019999999931,-12.420043999999962
2005-03-10,1207.01001,1211.22998,1201.410034,1209.25,1604020000,9.819946000000073,2.2399900000000343
2005-03-11,1209.25,1213.040039,1198.150024,1200.079956,1449820000,14.890014999999948,-9.170043999999962
2005-03-14,1200.079956,1206.829956,1199.51001,1206.829956,1437430000,7.319946000000073,6.75
2005-03-15,1206.829956,1210.540039,1197.75,1197.75,1513530000,12.790038999999979,-9.079956000000038
2005-03-16,1197.75,1197.75,1185.609985,1188.069946,1653190000,12.140014999999948,-9.680053999999927
2005-03-17,1188.069946,1193.280029,1186.339966,1190.209961,1581930000,6.940063000000009,2.1400149999999485
2005-03-18,1190.209961,1191.97998,1182.780029,1189.650024,2344370000,9.199951000000056,-0.5599369999999908
2005-03-21,1189.650024,1189.650024,1178.819946,1183.780029,1819440000,10.830077999999958,-5.869995000000017
2005-03-22,1183.780029,1189.589966,1171.630005,1171.709961,2114470000,17.95996100000002,-12.070067999999992
2005-03-23,1171.709961,1176.26001,1168.699951,1172.530029,2246870000,7.56005899999991,0.820067999999992
2005-03-24,1172.530029,1180.109985,1171.420044,1171.420044,1721720000,8.68994100000009,-1.1099850000000515
2005-03-28,1171.420044,1179.910034,1171.420044,1174.280029,1746220000,8.489990000000034,2.8599850000000515
2005-03-29,1174.280029,1179.390015,1163.689941,1165.359985,2223250000,15.700073999999859,-8.920043999999962
2005-03-30,1165.359985,1181.540039,1165.359985,1181.410034,2097110000,16.180053999999927,16.050048999999944
2005-03-31,1181.410034,1184.530029,1179.48999,1180.589966,2214230000,5.040038999999979,-0.820067999999992
2005-04-01,1180.589966,1189.800049,1169.910034,1172.920044,2168690000,19.89001499999995,-7.669922000000042
2005-04-04,1172.790039,1178.609985,1167.719971,1176.119995,2079770000,10.890014000000065,3.1999510000000555
2005-04-05,1176.119995,1183.560059,1176.119995,1181.390015,1870800000,7.440063999999893,5.270019999999931
2005-04-06,1181.390015,1189.339966,1181.390015,1184.069946,1797400000,7.9499510000000555,2.679931000000124
2005-04-07,1184.069946,1191.880005,1183.810059,1191.140015,1900620000,8.069946000000073,7.070068999999876
2005-04-08,1191.140015,1191.75,1181.130005,1181.199951,1661330000,10.619995000000017,-9.940063999999893
2005-04-11,1181.199951,1184.069946,1178.689941,1181.209961,1525310000,5.380004999999983,0.010009999999965657
2005-04-12,1181.209961,1190.170044,1170.849976,1187.76001,1979830000,19.320067999999992,6.5500489999999445
2005-04-13,1187.76001,1187.76001,1171.400024,1173.790039,2049740000,16.359985999999935,-13.969970999999987
2005-04-14,1173.790039,1174.670044,1161.699951,1162.050049,2355040000,12.970092999999906,-11.739990000000034
2005-04-15,1162.050049,1162.050049,1141.920044,1142.619995,2689960000,20.130004999999983,-19.430053999999927
2005-04-18,1142.619995,1148.920044,1139.800049,1145.97998,2180670000,9.119995000000017,3.3599850000000515
2005-04-19,1145.97998,1154.670044,1145.97998,1152.780029,2142700000,8.690063999999893,6.8000489999999445
2005-04-20,1152.780029,1155.5,1136.150024,1137.5,2217050000,19.34997599999997,-15.280029000000013
2005-04-21,1137.5,1159.949951,1137.5,1159.949951,2308560000,22.449951000000056,22.449951000000056
2005-04-22,1159.949951,1159.949951,1142.949951,1152.119995,2045880000,17.0,-7.829956000000038
2005-04-25,1152.119995,1164.050049,1152.119995,1162.099976,1795030000,11.930053999999927,9.979980999999952
2005-04-26,1162.099976,1164.800049,1151.829956,1151.829956,1959740000,12.970092999999906,-10.270019999999931
